id;nhogar;miembro;zona;edad;sexo;parentes_3;p5_3;estado;categori;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40_2;t41_cod_2;t47;t48;t51_bis;i1;i4;i6_3;codioph_neto;ioph_neto_2;codlab;inglab_2;codi3_1x;i3_1x_2;codi3_2x;i3_2x_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;nivel_2;tipcob2_2;fexp
1;1;1;2;18;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;6000;1;6000;1;18000;9000.0;1;3;2;337
1;1;2;2;18;2;6;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;12000;1;12000;1;18000;9000.0;1;3;4;337
2;1;1;2;19;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;5500;1;5500;1;11000;5500.0;1;1;1;296
2;1;2;2;15;2;4;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;5500;1;5500;1;11000;5500.0;1;1;1;296
3;1;1;1;19;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;13400;1;13400;1;21400;10700.0;1;3;2;1758
3;1;2;1;18;2;4;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;8000;1;8000;1;21400;10700.0;1;3;2;1758
4;1;1;2;19;2;1;2;2;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;10015;1;10015;1;10015;5007.5;2;1;1;183
4;1;2;2;1;1;3;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10015;5007.5;3;1;1;183
5;1;1;2;19;2;1;1;2;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;0.0;2;1;1;319
5;1;2;2;25;1;2;1;1;3;0;0;0;1;35.0;2;0;2;4000;2;2;5;1;72314;0;0;2;2;3;0;1;20000;2;0;2;0;2;0;2;0;2;0;2;0;0.0;2;2;1;319
5;1;3;2;1;2;3;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0.0;3;1;1;319
6;1;1;2;19;1;1;1;1;3;0;0;0;1;60.0;2;0;2;4805;3;2;2;1;34314;0;0;3;1;0;2;1;24000;1;24000;2;0;2;0;2;0;1;24000;1;26000;13000.0;2;1;1;316
