id;nhogar;miembro;zona;edad;sexo;parentes_3;p5_3;estado;categori;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40_2;t41_cod_2;t47;t48;t51_bis;i1;i4;i6_3;codioph_neto;ioph_neto_2;codlab;inglab_2;codi3_1x;i3_1x_2;codi3_2x;i3_2x_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;nivel_2;tipcob2_2;fexp
1;1;1;2;18;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;7000;1;7000;1;7000;7000.0;1;3;3;823
2;1;1;2;19;2;1;1;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;1200;1;1200;1;6700;2233.3;1;1;1;346
2;1;2;2;19;1;2;1;1;3;0;0;0;1;36.0;1;1;2;4000;2;2;2;1;72314;0;0;1;1;0;2;1;5500;1;5500;2;0;2;0;2;0;1;5500;1;6700;2233.3;2;1;2;346
2;1;3;2;1;1;3;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6700;2233.3;3;1;1;346
3;1;1;1;19;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;7000;1;7000;1;7000;7000.0;1;3;4;925
4;1;1;1;19;2;1;5;1;3;0;0;0;1;42.0;2;0;2;7301;5;2;2;1;10333;0;0;3;2;3;0;1;4000;2;0;2;0;2;0;1;6000;1;6000;1;12000;6000.0;1;3;1;779
4;1;2;1;18;2;6;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;6000;1;6000;1;12000;6000.0;1;3;2;779
5;1;1;1;19;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;12000;1;12000;1;12000;12000.0;1;3;4;924
6;1;1;1;20;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;6000;1;6000;1;12000;6000.0;1;3;2;911
6;1;2;1;20;1;6;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;6000;1;6000;1;12000;6000.0;1;3;2;911
7;1;1;1;20;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;5000;1;5000;1;10000;5000.0;1;3;2;909
7;1;2;1;18;2;6;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;5000;1;5000;1;10000;5000.0;1;3;4;909
8;1;1;2;21;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;3000;1;3000;1;3000;3000.0;1;3;2;616
9;1;1;1;21;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;6000;1;6000;1;6000;6000.0;1;3;2;909
10;1;1;3;21;1;1;1;1;3;0;0;0;1;35.0;1;1;1;8401;6;1;2;2;10333;0;0;1;1;0;2;1;17000;1;17000;2;0;2;0;2;0;1;17000;1;34000;17000.0;1;3;3;417
10;1;2;3;21;2;2;1;1;3;0;0;0;1;35.0;1;1;1;8401;6;1;2;2;10333;0;0;1;1;0;2;1;17000;1;17000;2;0;2;0;2;0;1;17000;1;34000;17000.0;2;2;3;417
11;1;1;1;21;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;25000;1;25000;1;25000;25000.0;1;3;4;925
12;1;1;2;21;1;1;2;1;3;0;0;0;1;56.0;1;1;2;5300;4;2;2;2;32323;0;0;1;1;0;2;9;20000;9;20000;2;0;2;0;2;0;9;20000;9;20000;20000.0;2;1;1;240
13;1;1;2;21;1;1;5;1;3;0;0;0;2;26.0;2;0;2;8200;5;2;2;1;10333;0;0;1;1;0;2;1;12000;1;15000;2;0;2;0;2;0;1;15000;1;24000;12000.0;2;4;2;245
13;1;2;2;20;2;6;5;2;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;9000;1;9000;1;24000;12000.0;1;3;4;245
14;1;1;1;22;2;1;5;1;3;0;0;0;2;29.0;2;0;2;5800;5;2;3;2;45332;0;0;1;1;0;2;1;8000;1;15000;2;0;2;0;1;6000;1;21000;1;21000;21000.0;1;3;4;161
15;1;1;2;22;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;4000;1;4000;1;4000;4000.0;1;3;3;240
16;1;1;1;22;2;1;5;1;3;0;0;0;1;25.0;1;2;2;7100;5;2;3;1;72332;0;0;3;2;3;0;9;18000;2;0;2;0;2;0;1;15000;1;15000;1;15000;15000.0;1;3;4;909
17;1;1;2;22;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;9;25000;9;25000;9;25000;25000.0;1;3;4;1926
18;1;1;2;22;1;1;5;1;3;0;0;0;1;30.0;2;0;2;4811;3;2;2;2;10333;0;0;1;1;0;2;1;18000;1;18000;2;0;2;0;9;5000;9;23000;9;39000;19500.0;1;3;2;1837
18;1;2;2;20;2;4;5;1;3;0;0;0;1;30.0;2;0;2;6500;5;2;2;2;10333;0;0;1;1;0;2;1;11000;1;11000;2;0;2;0;9;5000;9;16000;9;39000;19500.0;1;3;2;1837
19;1;1;2;22;1;1;5;1;3;0;0;0;2;9.0;1;1;1;8502;7;2;2;1;41311;0;0;3;1;0;2;1;1600;1;6100;2;0;2;0;1;3000;1;9100;1;9100;9100.0;1;3;2;1800
20;1;1;1;22;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;4000;1;4000;1;8000;4000.0;1;3;2;926
20;1;2;1;19;1;4;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;4000;1;4000;1;8000;4000.0;1;3;2;926
21;1;1;1;22;2;1;5;1;3;0;0;0;1;12.0;2;0;2;9301;8;2;2;1;41312;0;0;3;1;0;2;1;5600;1;5600;2;0;2;0;1;16000;1;21600;1;21600;21600.0;2;2;4;160
22;1;1;3;22;2;1;1;1;3;0;0;0;1;32.0;1;1;2;8401;6;1;3;2;49313;0;0;1;1;0;2;1;20000;1;20000;2;0;2;0;2;0;1;20000;1;45000;22500.0;2;2;2;519
22;1;2;3;23;1;2;1;1;3;0;0;0;1;60.0;1;1;1;8600;7;2;3;2;47313;0;0;3;1;0;2;1;25000;1;25000;2;0;2;0;2;0;1;25000;1;45000;22500.0;2;2;1;519
23;1;1;1;22;2;1;5;1;3;0;0;0;1;30.0;2;0;1;6800;5;2;2;2;10333;0;0;1;1;0;2;1;12000;1;12000;2;0;2;0;1;12000;1;24000;1;24000;24000.0;2;2;2;909
24;1;1;2;22;1;1;5;1;3;0;0;0;1;55.2;2;0;2;4805;3;2;2;1;30334;0;0;1;1;0;2;1;21000;1;21000;2;0;2;0;2;0;1;21000;9;47000;23500.0;2;1;2;514
24;1;2;2;50;2;4;2;1;3;0;0;0;1;54.0;2;0;2;5601;3;2;2;1;53313;0;0;1;1;0;2;9;26000;9;26000;2;0;2;0;2;0;9;26000;9;47000;23500.0;2;1;2;514
25;1;1;3;22;2;1;5;1;3;0;0;0;1;54.0;2;0;2;5601;3;2;2;1;53314;0;0;1;1;0;2;1;17400;1;17400;2;0;2;0;2;0;1;17400;1;17400;8700.0;2;3;2;204
25;1;2;3;4;1;3;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17400;8700.0;1;1;2;204
26;1;1;1;22;1;1;5;1;3;0;0;0;1;45.0;2;0;2;6900;5;2;2;2;43331;0;0;1;1;0;2;1;17000;1;17000;2;0;2;0;2;0;1;17000;1;27700;13850.0;2;4;3;925
26;1;2;1;18;2;4;5;1;3;0;0;0;1;5.0;2;0;2;9700;9;0;0;0;57314;0;0;3;1;0;2;1;500;1;500;2;0;2;0;1;10200;1;10700;1;27700;13850.0;1;3;2;925
27;1;1;2;23;1;1;5;1;2;0;0;0;1;12.0;1;1;1;3100;1;2;2;1;80113;2;0;0;0;0;0;2;0;2;0;2;0;2;0;9;18000;9;18000;9;37500;18750.0;1;3;2;676
27;1;2;2;26;2;4;5;1;3;0;0;0;1;30.0;2;0;1;6200;5;2;2;1;10333;0;0;1;1;0;2;9;13000;9;13000;2;0;2;0;9;6500;9;19500;9;37500;18750.0;2;4;2;676
28;1;1;1;23;2;1;5;1;3;0;0;0;2;6.0;2;0;1;8502;7;2;5;1;41311;0;0;3;1;0;2;1;2700;1;7200;2;0;2;0;1;5000;1;12200;1;12200;12200.0;1;3;2;924
29;1;1;2;23;2;1;5;1;2;0;0;0;1;9.0;1;1;1;9000;8;2;1;1;50111;2;0;0;0;0;0;1;2000;1;2000;2;0;2;0;1;2000;1;4000;1;19000;9500.0;1;3;2;1958
29;1;2;2;21;2;6;5;1;3;0;0;0;1;49.0;2;0;1;9501;8;2;3;2;10333;0;0;3;1;0;2;1;15000;1;15000;2;0;2;0;2;0;1;15000;1;19000;9500.0;2;2;1;1958
30;1;1;3;23;1;1;1;1;3;0;0;0;1;40.0;2;0;1;2800;1;2;2;1;82312;0;0;1;1;0;2;1;16000;1;16000;2;0;2;0;1;10000;1;26000;1;32000;10666.7;1;3;2;563
30;1;2;3;25;2;2;1;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6000;2;0;2;0;2;0;1;6000;1;32000;10666.7;2;3;2;563
30;1;3;3;0;2;3;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32000;10666.7;3;1;2;563
31;1;1;1;23;1;1;5;2;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;25000;1;25000;1;25000;25000.0;1;3;2;925
32;1;1;3;23;2;1;5;2;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;4400;1;4400;1;4400;1466.7;2;1;1;738
32;1;2;3;0;1;3;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4400;1466.7;3;1;1;738
32;1;3;3;4;1;3;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4400;1466.7;1;1;1;738
33;1;1;2;23;1;1;1;1;3;0;0;0;1;44.0;2;0;2;4000;2;2;2;1;80313;0;0;3;1;0;2;1;17000;1;17000;2;0;2;0;2;0;1;17000;1;34900;11633.3;2;1;1;1972
33;1;2;2;21;2;2;1;1;3;0;0;0;1;40.0;1;1;1;8401;6;1;2;2;10333;0;0;2;1;0;2;1;16500;1;16500;2;0;2;0;1;1400;1;17900;1;34900;11633.3;2;2;3;1972
33;1;3;2;5;1;3;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;34900;11633.3;2;1;3;1972
34;1;1;2;23;1;1;1;1;2;0;0;0;1;36.0;2;0;2;5601;3;2;1;1;53113;2;0;0;0;0;0;1;7500;1;7500;2;0;2;0;1;20000;1;27500;1;34000;17000.0;2;2;3;1807
