id;nhogar;miembro;zona;edad;sexo;parentes_3;p5_3;estado;categori;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40_2;t41_cod_2;t47;t48;t51_bis;i1;i4;i6_3;codioph_neto;ioph_neto_2;codlab;inglab_2;codi3_1x;i3_1x_2;codi3_2x;i3_2x_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;nivel_2;tipcob2_2;fexp
1;1;1;1;18;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;15000;1;15000;1;15000;15000.0;1;3;3;652
2;1;1;1;18;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;2200;1;2200;1;6700;2233.3;1;3;3;489
2;1;2;1;25;1;4;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;2250;1;2250;1;6700;2233.3;1;3;3;489
2;1;3;1;22;1;4;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;2250;1;2250;1;6700;2233.3;1;3;3;489
3;1;1;3;18;2;1;1;1;3;0;0;0;1;20.0;1;1;2;4803;3;2;3;1;30393;0;0;3;2;1;2;1;6000;2;0;2;0;2;0;2;0;2;0;1;9000;3000.0;2;1;1;750
3;1;2;3;30;1;2;1;1;3;0;0;0;1;45.0;2;0;2;4803;3;2;3;2;34393;0;0;1;1;0;2;1;9000;1;9000;2;0;2;0;2;0;1;9000;1;9000;3000.0;2;1;2;750
3;1;3;3;0;2;3;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9000;3000.0;3;1;1;750
4;1;1;1;19;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;9000;1;9000;1;9000;9000.0;1;3;2;580
5;1;1;1;19;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;3000;1;3000;9;32661;16330.5;1;3;4;657
5;1;2;1;30;1;4;5;1;3;0;0;0;1;40.0;2;0;2;6900;5;2;2;1;11391;0;0;1;1;0;1;9;20000;9;29661;2;0;2;0;2;0;9;29661;9;32661;16330.5;1;4;4;657
6;1;1;2;19;2;1;5;1;3;0;0;0;1;30.0;2;0;1;4807;3;2;2;1;30394;0;0;1;1;0;2;1;5500;1;7000;2;0;2;0;2;0;1;7000;1;7000;7000.0;1;3;4;1368
7;1;1;1;19;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;6500;1;6500;1;13500;6750.0;1;3;4;919
7;1;2;1;19;2;6;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;7000;1;7000;1;13500;6750.0;1;3;4;919
8;1;1;1;19;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;5000;1;5000;1;5000;5000.0;1;3;2;837
9;1;1;2;19;1;1;1;1;2;0;0;0;1;72.0;2;0;2;4803;3;2;2;1;30193;2;0;0;0;0;0;1;20000;1;20000;2;0;2;0;2;0;1;20000;1;48300;12075.0;2;1;1;338
9;1;2;2;20;2;2;1;1;2;0;0;0;1;24.0;1;1;2;4803;3;2;2;1;30193;2;0;0;0;0;0;1;20000;1;20000;2;0;2;0;2;0;1;20000;1;48300;12075.0;2;1;1;338
9;1;3;2;27;1;4;2;1;3;0;0;0;1;60.0;2;0;2;4803;3;2;2;1;30394;0;0;3;1;0;2;1;6500;1;6500;1;1800;2;0;1;1800;1;8300;1;48300;12075.0;2;2;1;338
9;1;4;2;1;2;3;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48300;12075.0;3;1;1;338
10;1;1;1;19;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;9;1000;9;1000;9;1000;1000.0;2;3;4;670
11;1;1;3;20;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;4200;1;4200;1;4200;4200.0;1;1;1;604
12;1;1;1;20;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;5500;1;5500;1;17000;8500.0;1;3;2;613
12;1;2;1;20;2;4;5;1;3;0;0;0;1;35.0;2;0;2;6900;5;2;2;2;20392;0;0;3;1;0;2;1;6000;1;6000;2;0;2;0;1;5500;1;11500;1;17000;8500.0;1;3;2;613
13;1;1;1;20;2;1;5;1;3;0;0;0;1;2.0;2;0;2;9700;9;0;0;0;57394;0;0;3;1;0;2;1;1400;1;1400;2;0;2;0;1;3500;1;4900;1;8400;4200.0;1;3;2;819
13;1;2;1;18;1;4;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;3500;1;3500;1;8400;4200.0;1;3;2;819
14;1;1;1;20;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;7000;1;7000;1;14000;7000.0;1;3;2;837
14;1;2;1;21;1;6;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;7000;1;7000;1;14000;7000.0;1;3;2;837
15;1;1;2;20;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;2000;1;2000;1;2000;2000.0;2;2;1;1263
