id;nhogar;miembro;zona;edad;sexo;parentes_3;p5_3;estado;categori;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40_2;t41_cod_2;t47;t48;t51_bis;i1;i4;i6_3;codioph_neto;ioph_neto_2;codlab;inglab_2;codi3_1x;i3_1x_2;codi3_2x;i3_2x_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;nivel_2;tipcob2_2;fexp
1;1;1;2;18;1;1;5;1;3;0;0;0;1;36.0;1;1;1;9602;8;2;2;1;57313;0;0;3;1;0;2;1;8000;1;8000;2;0;2;0;2;0;1;8000;1;8000;8000.0;1;1;1;306
2;1;1;1;19;2;1;5;1;3;0;0;0;1;9.0;2;0;2;9700;9;0;0;0;57314;0;0;3;2;3;0;1;4320;2;0;2;0;2;0;1;15000;1;15000;1;15000;7500.0;1;3;2;839
2;1;2;1;22;2;4;5;2;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;15000;7500.0;1;3;2;839
3;1;1;2;19;1;1;5;1;3;0;0;0;1;5.0;2;0;2;5601;3;2;5;1;53314;0;0;3;1;0;2;1;4000;1;4000;2;0;2;0;9;8000;9;12000;9;12000;12000.0;1;3;4;1694
4;1;1;1;19;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;4000;1;4000;1;4000;2000.0;1;3;2;1692
4;1;2;1;18;2;4;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;4000;2000.0;1;3;2;1692
5;1;1;2;19;1;1;5;1;3;0;0;0;1;33.0;2;0;2;4804;3;2;2;1;30314;0;0;3;1;0;2;1;7000;1;7000;2;0;2;0;2;0;1;7000;1;41000;13666.7;1;3;1;471
5;1;2;2;20;1;6;1;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;18000;1;18000;1;41000;13666.7;2;2;1;471
5;1;3;2;19;2;6;1;2;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;16000;1;16000;1;41000;13666.7;2;2;1;471
6;1;1;1;19;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;20000;1;20000;1;20000;20000.0;1;3;4;629
