id;nhogar;miembro;zona;edad;sexo;parentes_3;p5_3;estado;categori;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40_2;t41_cod_2;t47;t48;t51_bis;i1;i4;i6_3;codioph_neto;ioph_neto_2;codlab;inglab_2;codi3_1x;i3_1x_2;codi3_2x;i3_2x_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;nivel_2;tipcob2_2;fexp
1;1;1;1;16;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;3000;1;3000;1;3000;3000.0;1;1;1;803
2;1;1;1;18;2;1;5;1;3;0;0;0;1;2.0;1;1;2;9700;9;0;0;0;57314;0;0;3;1;0;2;1;2000;1;2000;2;0;2;0;1;5000;1;7000;1;32000;10666.7;1;3;3;559
2;1;2;1;18;2;6;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;5000;1;5000;1;32000;10666.7;1;3;3;559
2;1;3;1;22;1;4;5;1;3;0;0;0;1;22.0;2;0;2;7400;5;2;2;1;10314;0;0;1;1;0;2;1;15000;1;15000;2;0;2;0;1;5000;1;20000;1;32000;10666.7;1;3;3;559
3;1;1;2;18;1;1;1;1;3;0;0;0;1;48.0;2;0;2;4000;2;2;3;1;72314;0;0;3;1;0;2;1;16000;1;16000;2;0;2;0;2;0;1;16000;1;22000;11000.0;2;1;1;310
3;1;2;2;18;2;2;1;1;3;0;0;0;1;42.0;2;0;2;5601;3;2;2;1;53314;0;0;3;1;0;2;1;6000;1;6000;2;0;2;0;2;0;1;6000;1;22000;11000.0;2;1;1;310
4;1;1;1;19;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;10000;2;0;1;35000;1;35000;1;35000;35000.0;1;3;2;712
5;1;1;1;19;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;10000;1;10000;1;10000;5000.0;1;3;2;689
5;1;2;1;17;1;4;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;10000;5000.0;1;3;2;689
6;1;1;1;19;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;3000;1;3000;1;3000;3000.0;1;3;3;782
7;1;1;1;19;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;10000;1;10000;1;20000;10000.0;1;3;2;729
7;1;2;1;19;1;6;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;10000;1;10000;1;20000;10000.0;1;3;1;729
8;1;1;1;19;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;4000;1;4000;1;4000;4000.0;1;3;4;168
9;1;1;1;19;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2000;2;0;2;0;1;5000;1;7000;1;7000;7000.0;1;3;3;816
10;1;1;2;19;2;1;1;2;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;9;2900;9;2900;9;9400;2350.0;2;1;1;313
10;1;2;2;1;1;3;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9400;2350.0;3;1;1;313
10;1;3;2;0;1;3;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9400;2350.0;3;1;1;313
10;1;4;2;20;1;2;1;1;3;0;0;0;1;60.0;2;0;2;5601;3;2;2;1;53314;0;0;3;1;0;2;1;6500;1;6500;2;0;2;0;2;0;1;6500;9;9400;2350.0;2;1;1;313
11;1;1;1;20;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;10000;1;10000;1;10000;10000.0;1;3;2;782
12;1;1;3;20;2;1;5;1;3;0;0;0;1;40.0;2;0;1;8200;5;2;2;1;10333;0;0;3;1;0;2;1;8600;1;8600;2;0;2;0;2;0;1;8600;1;8600;8600.0;1;3;1;527
13;1;1;1;20;1;1;5;2;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;22000;1;22000;1;22000;22000.0;1;3;2;816
14;1;1;1;20;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;10000;1;10000;1;10000;10000.0;1;3;4;782
15;1;1;1;20;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;11500;1;11500;1;11500;11500.0;1;3;4;769
16;1;1;1;20;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;8700;1;8700;1;15700;7850.0;1;3;2;729
16;1;2;1;20;1;6;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;7000;1;7000;1;15700;7850.0;1;3;2;729
17;1;1;1;20;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;4000;1;4000;1;4000;4000.0;1;3;4;169
18;1;1;1;20;2;1;1;1;3;0;0;0;1;44.0;2;0;2;9700;9;0;0;0;57314;0;0;3;1;0;2;1;9000;1;9000;2;0;2;0;2;0;1;9000;1;9000;4500.0;2;2;1;122
18;1;2;1;34;1;2;1;1;3;0;0;0;1;60.0;2;0;2;8600;7;2;2;2;40313;0;0;3;2;1;2;9;12000;2;0;2;0;2;0;2;0;2;0;1;9000;4500.0;1;3;1;122
19;1;1;3;20;1;1;1;1;3;0;0;0;1;66.0;2;0;1;4000;2;2;5;1;72314;0;0;3;1;0;2;1;9500;1;9500;2;0;2;0;2;0;1;9500;1;9500;3166.7;2;1;1;375
19;1;2;3;17;2;2;1;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;9500;3166.7;2;1;1;375
19;1;3;3;0;1;3;0;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9500;3166.7;3;1;1;375
20;1;1;2;20;1;1;1;1;3;0;0;0;1;62.0;2;0;2;5300;4;2;3;1;35323;0;0;2;1;0;2;1;15000;1;15000;2;0;2;0;2;0;1;15000;1;15000;7500.0;2;1;2;615
20;1;2;2;20;2;2;1;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;15000;7500.0;2;1;2;615
21;1;1;2;20;1;1;5;1;3;0;0;0;1;48.0;2;0;2;4808;3;2;2;1;20333;0;0;1;1;0;2;1;6000;1;6000;2;0;2;0;2;0;1;6000;1;6000;3000.0;2;1;1;269
21;1;2;2;19;2;4;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;6000;3000.0;1;1;1;269
22;1;1;1;21;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;15000;1;15000;9;17500;8750.0;1;3;2;581
22;1;2;1;25;2;4;5;1;2;0;0;0;1;15.0;2;0;2;4811;3;2;1;1;80132;2;0;0;0;0;0;9;2500;9;2500;2;0;2;0;2;0;9;2500;9;17500;8750.0;2;4;1;581
23;1;1;1;21;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;16000;1;16000;1;21000;10500.0;1;3;2;700
