id;nhogar;miembro;zona;edad;sexo;parentes_3;p5_3;estado;categori;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40_2;t41_cod_2;t47;t48;t51_bis;i1;i4;i6_3;codioph_neto;ioph_neto_2;codlab;inglab_2;codi3_1x;i3_1x_2;codi3_2x;i3_2x_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;nivel_2;tipcob2_2;fexp
1;1;1;1;18;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;9;10000;9;10000;9;10000;10000.0;1;3;2;1023
2;1;1;2;18;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;7000;1;7000;1;7000;7000.0;1;3;3;658
3;1;1;1;18;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;16230;1;16230;1;16230;16230.0;1;3;2;151
4;1;1;1;19;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;12000;1;12000;9;26000;13000.0;1;3;4;631
4;1;2;1;20;1;6;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;9;14000;9;14000;9;26000;13000.0;1;3;4;631
5;1;1;1;19;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;6000;1;6000;1;6000;6000.0;1;3;2;1403
6;1;1;1;19;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;15000;1;15000;1;15000;15000.0;1;3;3;1404
7;1;1;2;19;1;1;1;1;3;0;0;0;1;30.0;1;1;1;4000;2;2;2;1;72313;0;0;3;1;0;2;1;10000;1;10000;2;0;2;0;2;0;1;10000;1;17900;8950.0;2;1;1;309
7;1;2;2;19;2;2;1;1;3;1;1;2;0;0.0;0;0;2;3800;10;2;2;2;56314;0;0;3;1;0;2;1;7000;1;7000;2;0;2;0;1;900;1;7900;1;17900;8950.0;2;2;2;309
8;1;1;1;19;1;1;5;1;2;0;0;0;1;9.0;2;0;2;9602;8;2;1;1;57113;2;0;0;0;0;0;9;18000;9;18000;2;0;2;0;9;10000;9;28000;9;28000;28000.0;2;2;2;818
9;1;1;1;20;2;1;5;1;3;0;0;0;1;40.0;2;0;2;8501;7;2;2;2;53314;0;0;3;1;0;2;1;8000;1;8000;2;0;2;0;1;14000;1;22000;1;22000;22000.0;1;3;3;1228
10;1;1;1;20;2;1;5;1;3;0;0;0;1;30.0;2;0;1;4807;3;2;2;1;30333;0;0;3;1;0;2;1;12000;1;12000;2;0;2;0;1;4000;1;16000;1;16000;16000.0;1;3;4;1199
11;1;1;1;20;1;1;5;1;3;0;0;0;1;45.0;2;0;2;8401;6;1;2;2;11333;0;0;1;1;0;1;1;29500;1;44000;2;0;2;0;2;0;1;44000;1;44000;44000.0;1;3;2;932
12;1;1;1;20;1;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;2000;1;2000;1;4000;2000.0;1;3;2;940
12;1;2;1;21;1;6;5;2;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;2000;1;2000;1;4000;2000.0;1;3;2;940
13;1;1;2;20;2;1;5;1;3;0;0;0;1;15.0;2;0;2;8401;6;1;2;2;43333;0;0;2;1;0;2;1;13000;1;13000;2;0;2;0;2;0;1;13000;1;13000;13000.0;1;3;2;922
14;1;1;1;20;2;1;5;3;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;7000;1;7000;1;7000;7000.0;1;3;4;1233
